,Comment
357,"Arrey Bhai ye Ohhhhhhhhh laganey ka Kya Matlab jab tuney joke he nahi maraman_baldsaley takley 








Ohhhhhhhhh hhhhface_with_tears_of_joysmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglassessmiling_face_with_sunglasses"
955,"Banda thinks that Adding Ohhhh in frnt of his roasts will make them less lame.
And tries to Roast him in Carry's style itself...Abbe Amir ka Roast hi better tha, Bande ni kuch toh Creativity lagaaya tha...unlike youu.
I'd rather watch a Reaction Videoo"
416,The only moment I could laugh was while reading the comments face_with_tears_of_joy
1087,Maturity is when you got more number of dislikes than the subscribers.
700,"Honest question!!
Did someone laugh or i was the only one with poker face??"
257,Mote londerolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1094,Kunal will be the next pappu of the youtube politics face_with_tears_of_joyface_with_tears_of_joy
1436,oye crandeep face_with_tears_of_joy
581,Chai chai chai chai chai ki Patti chai ka chulla chai ka paani chai pe charcha bc ye Pradhan mantri hai ya Kya hai
1008,Comments section is more interesting than the video itself upside-down_face.
1236,Congratulations for 2m likes  confetti_ballparty_popperconfetti_ballconfetti_ballconfetti_ballconfetti_ballconfetti_ball
339,"School Attendance - 40%
Classes Attendance - 30%
Tusion Attendance - 20%
CARRYMINATI Videos Attendance - 1001%"
80,"Carry : Aaji lund mera
Karma : Views : 8.1M  
Karma : Like : ap khud ja kar cheak krloface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
Karma : Dislikes : 2M
karma : Comment : 418K pura galiyose bhara huarolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
#karma play with your YouTube channel kunal karmaface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
159,Binod
1214,tu modi par meme bna atleast muslims support krege vrna tere ma kuch talent nahi hai face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
703,Kunal beta rhne de tumse na ho payegarolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
544,"Carry minati - finally it's over
Amir siddiqi - peecha chuta BC
Kunal kamra - me udta teer gand me lungaaface_with_tears_of_joyrolling_on_the_floor_laughingface_with_tears_of_joy"
1744,That's called roasting without a single bad word kuch seekh carry sirf gaali deke hi Teri roji roti chalti h Kya face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
2128,1.2 lakh bhakts have disliked face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
91,binod
447,"Fulll video dekha aur mujhe yehi laga ki ""yeh toh tatti ho"""
1247,Carry ke chamche kaam pe lag gaye face_with_tears_of_joyface_with_tears_of_joy
148,"Tune ye video to bana liya, khane ka mazak udaya , music ka mazak udaya, language ka mazak udaya. Waiting for video on ur own peace loving religion."
222,comments are more enjoyable then his fkng jokes. rolling_on_the_floor_laughingrolling_on_the_floor_laughingface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
540,"2Million ,,wwwooowwww star-struckstar-struckstar-struckstar-struck"
77,"प्रश्न - Kunal Kamra के कितने बाप ?
उत्तर  Carryminati, मैं और आप.

face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
1489,"Kunal kamra : uploads this video 
Carry fans: *so you have chosen death*"
1350,Sawal pucho Magar Congress ke chatna band karo
2042,akheer yaaar!!!!! Sahi roast kia!!!
383,"Beta tere career khatam hone 10 sec bhi laga kya? 

Ab chilla na ohhhhhhh face_with_tears_of_joyface_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughingface_with_tears_of_joy"
1651,"Kaun kaun hai jo meri tarah sirf dislike karne ke liye hi aata hai winking_facewinking_faceface_savoring_food

#Carryminati  #Carryarmy"
890,"Kunal after adding ohh every five seconds.
""Comedy banaea bara maaza aea"" 
Are zyada ungli mat karo, carry mar dega tumhari"
1021,7:30 bhai teko vese bhi Koiii ni dekhta YouTube me jao TattiTok me face_with_tears_of_joy
764,Bruh dis comment sections full of carryminati's Normie fanboys.
381,CARRY SHOULD TAKE LESSONS FROM A PERSON WHO HAS BUILT A CAREER BY JUST DICTATING THE DAILY NEWS AND LAUGHING AT THE END OF IT AHAHAHA
1068,That is how roast works...w/o gali...
1956,Tumse na ho payega my sonbeaming_face_with_smiling_eyes
1686,Beta pehle tu jaake carry se tution le face_with_tears_of_joyface_with_tears_of_joy
607,llllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllllll
1621,tikna madharchod hai sala
348,Your roast is not that good But far more than carry.Carry is quite rough and don't know what he is doing....
1082,If muh se hagna had a face face_with_tears_of_joy
1548,"Kunal : Aaj mai Carry ko roast sikhayega
Carry : aji lund mera
rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing"
685,"Krwali bezzatiface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy 2M dislike lol face_with_tears_of_joyface_with_tears_of_joy
Carryminati to his fans be like:rehne do gand ftt gyi h bechare kigrinning_squinting_facegrinning_squinting_face"
1671,Abe tujhe bhai nhi dega wo rehne de face_with_tears_of_joy saala 30 million wala tujhe puchega bhi nhi nalle face_with_tears_of_joy
693,Please please please i requested you to make a video on advertisement  tata sky to tata play please please please please i request you please please please
1837,"I extremely hate Tiktok. Iam the one who never install Tiktok once on my smartphone.
beaming_face_with_smiling_eyes"
1817,oye crandeep face_with_tears_of_joy
489,"Wtf, why is he on my recommendation?"
373,He got more dislikes than his subscribers I have seen this first time face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing
654,Kutta bhooke Hazar haathi chale Bazaar.... face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy
763,"He has more dislikes on this video than his subscribers.
Background Music : ohhhhhhhh firefire"
1645,Why are you playing with your carrier man??
1311,Jaliiii kisi ki toh jaliiiii.....oooowwwwwwwwwwa
184,Who is here after this content is age restricted face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1198,"Carryminati level alag hai firefire 
       Bhai tera baap hai vo"
715,"Munawar bro LOVE JIHAAD ho rha show mein jara sambhal ke sarkar bhi ban gai fir se triangular_flagtriangular_flagtriangular_flagtriangular_flagtriangular_flag
 LOCK UP SE NIKLTE HI FIR SE NAA JANA PAD JAII face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
782,"7:25 bhai swastik hta de 
hitler ke jhande par swastik nahi tha 
swastik hinduoo ka worship ka chinh hai 
phaltu nahi controversy ho jayegi or dande pad jayengezipper-mouth_facezipper-mouth_facezipper-mouth_facezipper-mouth_face"
1890,Karva li bezzati face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy gandu
1982,"Omg, 25 lakh dislikes!"
433,Dislikesrolling_on_the_floor_laughingrolling_on_the_floor_laughingkunal chakka ki jali
109,Guys calm down !! He just wants to achieve faisu's record face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
864,Ravish sir hats off! Aapko dekh k modi ka pant gila hojayega! Interview to dur ki baat! face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
240,2.4 M dislikes I mean ye toh badiya hai
1319,"Kamra was like ""Hol up, i am about to end my own career"""
1736,rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughing le beta kunal tera roast hogya
1767,"After 2M Dislike 
CarryMinati : Bahut tej ho rahe ho salo"
1925,"Who love slayy point like face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy


Slayy point tum bhi like Karo face_with_tears_of_joyface_with_tears_of_joy"
587,Thanks for dislikesfirefirefirefirefire
986,Chapri jokes lol
1892,Aapni hi lines pe ohhhhj chalane se koi savage nahi banta hutie
1143,Hasi kunal gandrmara ke comedy se jyada ispe taras aa rha grinning_face_with_sweat
206,"Carryminati makes good content and funnier than this 
Carryminati be like: 7:32"
1129,Amir Siddiqui: beta hum v pele gye the tum v pele jaogeface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
1394,Wow it has 0 dislikes now what a video
673,"#pkmkb
#kkmkb

Legends will understand
Little boys go and watch pogosmiling_face_with_sunglasses"
1324,"folded_handsBhai I don't think kee mitai kee dukan pe tu 10 rupe kaa bhi bikega...face_with_tears_of_joy
[OOOOOOOOHHHHHH]"
709,Es video me unta humour hai jitna Kunal k sir pe baal face_with_tears_of_joy ab kar Oooooh!!!
2034,binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod bindbinod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod bind  binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod bind binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod bind binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod bind binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod bind binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod bind binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod bindbinod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod bind binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod bind binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod bind binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod binod bind
493,"""One of the best things about dude is that he naver takes credit for himself when the achieves somthing. He always respect us the audience, and his team and he is always polite in all of this videos. we congratulate ourselves on this more to come and everything to come'.....y"
590,how tf did he get the idea that the shit ajey did was cyberbullying?
936,Saala ulta humko chutiya banaadiyaface_with_tears_of_joy
401,"Just came here to dislike ,,,, face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy. I already know that the ""content"" is ""Tatti-Inside"". #CarryRocksnerd_face"
228,Are you carry lover?
1014,Binod
838,"5:55 Son unos de los Topgirls.Uno

15:55 Sun: ''Hotter''
15:55 Hopi: ''Sweeter''
15:55 Joonie: ''Cooler''
15:55 Yoongi: ''Butter''

15:55 Son unos de los mejores conciertos ,
, no puede ir pero de tan solo verlos desde pantalla, se que estuvo sorprendente..."
1761,"Kamra: aja beta carry teko roast sikhaye 
Carry: chl chl apne baap ko mt sikha 
Audience: hhhooohhhhoo"
125,Bhai tu famous hone ke liye kuch bhi bol raha hai yarrface_with_tears_of_joyface_with_tears_of_joy aur tera dislikes toh dekh abhiface_with_tears_of_joyface_with_tears_of_joy
499,"Screw everyone ..!
Thanks for introducing aacharya Prashant to me !! grinning_face"
918,LOl bro ye aakhir tha kya??? 7:34
37,"Kamra is actually roasting himself...ooooooooooo
By the way, nice attempt to become famous using Carryminati...ooooooooooo
grinning_squinting_facegrinning_squinting_facegrinning_squinting_facegrinning_squinting_facegrinning_squinting_facegrinning_squinting_facegrinning_squinting_face"
1914,"Am I the only one who is still not using Tik Tok wala chutiyapa...
face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy
Bhai superb video"
414,Chutya fezu bi tha grinning_facegrinning_facethumbs_up
1509,Hehehehhe I liked it
1580,"A Roaster is unable to make comedy, that is pinching Kunal Kamra but he cannot see that he himself is a comedian and cannot do comedy. But that's okay, right?
Bhai tu yaad karle pehle, ki tu COMEDIAN hai ya POLITICIAN zipper-mouth_facezipper-mouth_face"
1865,yeh bik gayi hai gormit pensive_face thx man for great work
2026,Binod
1310,17:00 Ngoài trời ngập nắng. Tim lại đổ mưa. Lòng thầm lo lắng. Cậu thích ai chưa?
565,"Agar tera ye roast hai rolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingrolling_on_the_floor_laughingbaaapre Bohot dangerous tha kunal.
Mujeh lagta hai carry dar gaya bohot.






Dhaaat roast sikhane ate hai. Editing karna nahi ata roast sikhane ate hai. haat."
1464,Destroyed
1359,"Kunal Kamra on YouTube -

Total subscribers : 1.67 M
Total Dislikes when trying to roast Carry Minati : 1.7M (and counting).

Itni bejjati kaun karwata hai bhai?"
2069,My first reaction when i saw kunal kamra is aree ye to tatti h
266,oye crandeep face_with_tears_of_joy
915,"Faad ke rakh diya youtube ko 
Carrys fan like 
Keh k le li bhai ne to"
218,Kya soch ke aa gaye thei Carry ko roast karne?
624,"MR faisu :- I have the most dislikes 
Kunal:- Hold My clinking_beer_mugs beer 

Baap ko roast sikhayega face_with_tears_of_joyface_with_tears_of_joyface_with_tears_of_joy"
754,He got more dislikes than the hair on his head face_with_tears_of_joyface_with_tears_of_joyrolling_on_the_floor_laughingrolling_on_the_floor_laughing
2085,Bhai Mai maanta hu modi bhot fekta Hai pr ek baat bta pappu to pura meme stuff h uski to tne videos daali hi ni hai...Kya baat hai
1559,"*After watching this, Carry be like* : ""Ek kaam kar, idhar hi hag de"""
1829,Aukat dekho carry ko roast karenge
118,Carry is the best yar..... Tum ghar jao yar...  man_facepalming
878,Saala sab apna apna propaganda chala rha h.
904,Dislikesrolling_on_the_floor_laughingrolling_on_the_floor_laughingkunal chakka ki jali
1997,Sahi hai sir
1042,"He is offended by carry
Because carry not called
""Takle ko takla na bola jay"""
991,Bhai  lock up main winner winner chicken dinner karna hai ok tumhara Bhai Furkan ali
801,Dislikesrolling_on_the_floor_laughingrolling_on_the_floor_laughingkunal chakka ki jali
1255,Kunal is the next pappu grinning_squinting_facerolling_on_the_floor_laughing
1114,With this sense of humour how can kunal call himself comedian face_with_tears_of_joy
